,REG_DATE,concept:name,AMOUNT_REQ
1669,2011-10-21 19:49:50.628000+02:00,178948,20000
1670,2011-10-21 20:30:37.220000+02:00,178951,10000
1671,2011-10-21 20:32:03.538000+02:00,178954,13000
1672,2011-10-21 21:29:45.984000+02:00,178957,3800
1673,2011-10-21 21:40:57.880000+02:00,178960,3000
1674,2011-10-21 22:04:47.127000+02:00,178963,40000
1675,2011-10-21 22:19:32.047000+02:00,178966,20000
1676,2011-10-21 22:37:33.570000+02:00,178969,2000
1677,2011-10-21 23:05:29.293000+02:00,178979,3000
1678,2011-10-21 23:13:25.793000+02:00,178982,8500
1679,2011-10-22 00:33:39.989000+02:00,178985,27000
1680,2011-10-22 10:01:05.500000+02:00,178999,15000
1681,2011-10-22 10:12:35.863000+02:00,179002,60000
1682,2011-10-22 10:15:16.139000+02:00,179005,7000
1683,2011-10-22 10:15:39.230000+02:00,179008,6000
1684,2011-10-22 10:52:53.554000+02:00,179011,10000
1685,2011-10-22 10:56:06.520000+02:00,179014,14000
1686,2011-10-22 10:59:37.826000+02:00,179017,7500
1687,2011-10-22 11:21:52.857000+02:00,179020,6000
1688,2011-10-22 11:22:41.464000+02:00,179023,29000
1689,2011-10-22 11:24:21.025000+02:00,179026,15000
1690,2011-10-22 11:39:57.393000+02:00,179029,15000
1691,2011-10-22 11:50:00.316000+02:00,179032,20000
1692,2011-10-22 11:53:57.024000+02:00,179035,6500
1693,2011-10-22 11:55:01.071000+02:00,179038,4000
1694,2011-10-22 11:57:42.713000+02:00,179041,2500
1695,2011-10-22 12:13:44.351000+02:00,179044,15000
1696,2011-10-22 12:16:11.202000+02:00,179047,25000
1697,2011-10-22 12:17:25.470000+02:00,179050,2000
1698,2011-10-22 12:35:50.436000+02:00,179053,15000
1699,2011-10-22 12:38:56.601000+02:00,179056,20000
1700,2011-10-22 13:03:45.845000+02:00,179059,5000
1701,2011-10-22 13:12:50.817000+02:00,179062,5000
1702,2011-10-22 14:01:41.218000+02:00,179065,5000
1703,2011-10-22 14:19:52.722000+02:00,179068,10000
1704,2011-10-22 14:23:54.618000+02:00,179071,15000
1705,2011-10-22 14:24:46.881000+02:00,179074,40000
1706,2011-10-22 14:37:04.490000+02:00,179077,15000
1707,2011-10-22 14:45:50.662000+02:00,179080,8000
1708,2011-10-22 14:46:08.798000+02:00,179083,1500
1709,2011-10-22 15:02:34.584000+02:00,179086,10000
1710,2011-10-22 15:07:42.162000+02:00,179089,29000
1711,2011-10-22 15:24:24.704000+02:00,179092,5631
1712,2011-10-22 15:24:36.219000+02:00,179095,10000
1713,2011-10-22 15:34:45.071000+02:00,179098,5000
1714,2011-10-22 15:40:19.523000+02:00,179101,19000
1715,2011-10-22 15:43:19.519000+02:00,179104,5000
1716,2011-10-22 15:45:01.420000+02:00,179107,15000
1717,2011-10-22 16:03:06.743000+02:00,179110,5000
1718,2011-10-22 16:17:37.072000+02:00,179113,32000
1719,2011-10-22 16:36:07.112000+02:00,179116,9600
1720,2011-10-22 17:27:48.767000+02:00,179119,5800
1721,2011-10-22 17:36:19.050000+02:00,179122,6000
1722,2011-10-22 18:52:20.231000+02:00,179125,20000
1723,2011-10-22 19:18:21.714000+02:00,179128,20000
1724,2011-10-22 19:23:17.435000+02:00,179131,15000
1725,2011-10-22 19:29:54.097000+02:00,179134,18000
1726,2011-10-22 19:52:44.593000+02:00,179137,7000
1727,2011-10-22 19:56:42.356000+02:00,179140,12500
1728,2011-10-22 20:29:00.267000+02:00,179143,9500
1729,2011-10-22 20:41:10.658000+02:00,179146,15000
1730,2011-10-22 21:15:54.260000+02:00,179149,5000
1731,2011-10-22 22:02:16.911000+02:00,179152,12500
1732,2011-10-22 22:10:20.689000+02:00,179155,5000
1733,2011-10-22 22:13:29.156000+02:00,179158,7950
1734,2011-10-23 00:15:33.960000+02:00,179161,14612
1735,2011-10-23 00:56:23.585000+02:00,179164,8000
1736,2011-10-23 01:13:16.722000+02:00,179167,20000
1737,2011-10-23 07:26:48.712000+02:00,179170,5500
1738,2011-10-23 09:52:31.672000+02:00,179173,10000
1739,2011-10-23 10:09:05.919000+02:00,179176,8000
1740,2011-10-23 10:43:46.549000+02:00,179179,8500
1741,2011-10-23 11:10:15.726000+02:00,179182,6560
1742,2011-10-23 11:14:09.251000+02:00,179185,5000
1743,2011-10-23 12:14:03.577000+02:00,179188,15000
1744,2011-10-23 12:39:08.157000+02:00,179191,21000
1745,2011-10-23 12:53:57.257000+02:00,179194,5000
1746,2011-10-23 13:00:56.364000+02:00,179197,3500
1747,2011-10-23 13:03:44.167000+02:00,179200,10000
1748,2011-10-23 13:09:03.270000+02:00,179203,5000
1749,2011-10-23 13:10:14.751000+02:00,179206,10000
1750,2011-10-23 13:16:21.918000+02:00,179209,20000
1751,2011-10-23 13:35:55.567000+02:00,179212,700
1752,2011-10-23 13:54:21.048000+02:00,179215,27699
1753,2011-10-23 14:45:45.213000+02:00,179218,15000
1754,2011-10-23 14:46:04.368000+02:00,179221,4000
1755,2011-10-23 15:09:40.414000+02:00,179224,40000
1756,2011-10-23 15:25:15.351000+02:00,179227,18000
1757,2011-10-23 15:26:41.566000+02:00,179230,20000
1758,2011-10-23 15:28:14.220000+02:00,179233,10000
1759,2011-10-23 15:37:40.730000+02:00,179236,20000
1760,2011-10-23 15:45:52.146000+02:00,179239,30000
1761,2011-10-23 15:48:42.332000+02:00,179242,12000
1762,2011-10-23 15:53:35.451000+02:00,179245,10000
1763,2011-10-23 16:16:35.913000+02:00,179248,7400
1764,2011-10-23 16:24:48.486000+02:00,179251,10000
1765,2011-10-23 16:47:31.624000+02:00,179254,10000
1766,2011-10-23 17:15:36.300000+02:00,179257,3000
1767,2011-10-23 17:21:11.394000+02:00,179260,8000
1768,2011-10-23 17:26:56.338000+02:00,179263,20000
1769,2011-10-23 17:44:31.989000+02:00,179266,10000
1770,2011-10-23 17:51:46.974000+02:00,179269,40000
1771,2011-10-23 18:14:20.693000+02:00,179272,5000
1772,2011-10-23 19:01:28.628000+02:00,179275,10000
1773,2011-10-23 19:42:19.558000+02:00,179278,8500
1774,2011-10-23 20:35:20.774000+02:00,179281,2000
1775,2011-10-23 20:39:45.841000+02:00,179284,12500
1776,2011-10-23 20:40:45.479000+02:00,179287,2000
1777,2011-10-23 20:57:31.841000+02:00,179290,10000
1778,2011-10-23 20:59:05.756000+02:00,179293,25000
1779,2011-10-23 20:59:47.728000+02:00,179296,10000
1780,2011-10-23 21:14:43.901000+02:00,179299,15000
1781,2011-10-23 21:44:28.680000+02:00,179302,14000
1782,2011-10-23 21:45:53.364000+02:00,179305,15000
1783,2011-10-23 21:46:14.420000+02:00,179308,5000
1784,2011-10-23 21:54:49.423000+02:00,179311,37000
1785,2011-10-23 21:59:05.663000+02:00,179314,6000
1786,2011-10-23 22:15:01.835000+02:00,179317,30000
1787,2011-10-23 22:33:49.451000+02:00,179320,80000
1788,2011-10-23 22:38:12.217000+02:00,179323,8500
1789,2011-10-23 22:46:26.189000+02:00,179326,5000
1790,2011-10-24 01:13:01.506000+02:00,179329,10000
1791,2011-10-24 02:54:45.813000+02:00,179332,26000
1792,2011-10-24 08:50:44.164000+02:00,179339,7500
1793,2011-10-24 09:27:22.490000+02:00,179342,10000
1794,2011-10-24 09:36:31.003000+02:00,179345,28500
1795,2011-10-24 09:51:09.140000+02:00,179348,1000
1796,2011-10-24 10:06:18.682000+02:00,179351,11000
1797,2011-10-24 10:14:23.027000+02:00,179354,25000
1798,2011-10-24 10:15:05.820000+02:00,179357,3000
1799,2011-10-24 10:19:31.568000+02:00,179360,7500
1800,2011-10-24 11:04:21.363000+02:00,179363,5000
1801,2011-10-24 11:05:10.947000+02:00,179366,14250
1802,2011-10-24 11:13:09.969000+02:00,179369,7000
1803,2011-10-24 11:21:59.858000+02:00,179372,20000
1804,2011-10-24 11:26:22.289000+02:00,179375,10000
1805,2011-10-24 11:34:40.261000+02:00,179378,5000
1806,2011-10-24 11:37:17.579000+02:00,179381,4900
1807,2011-10-24 11:37:19.851000+02:00,179384,20000
1808,2011-10-24 11:46:25.292000+02:00,179387,13500
1809,2011-10-24 11:51:09.463000+02:00,179390,40000
1810,2011-10-24 11:53:43.488000+02:00,179393,7500
1811,2011-10-24 12:04:31.257000+02:00,179396,25000
1812,2011-10-24 12:08:46.912000+02:00,179399,13000
1813,2011-10-24 12:18:20.960000+02:00,179402,14000
1814,2011-10-24 12:22:03.396000+02:00,179405,37500
1815,2011-10-24 12:25:24.473000+02:00,179408,20000
1816,2011-10-24 12:37:56.052000+02:00,179411,5000
1817,2011-10-24 12:59:07.681000+02:00,179414,10000
1818,2011-10-24 13:02:21.578000+02:00,179417,2500
1819,2011-10-24 13:05:37.216000+02:00,179420,1000
1820,2011-10-24 13:07:31.030000+02:00,179423,15000
1821,2011-10-24 13:12:23.273000+02:00,179426,6000
1822,2011-10-24 13:15:12.225000+02:00,179429,5000
1823,2011-10-24 13:21:27.887000+02:00,179432,25000
1824,2011-10-24 13:44:35.749000+02:00,179435,2500
1825,2011-10-24 13:45:16.198000+02:00,179438,10000
1826,2011-10-24 13:58:48.795000+02:00,179441,20000
1827,2011-10-24 13:59:58.539000+02:00,179444,2500
1828,2011-10-24 14:01:00.119000+02:00,179447,5000
1829,2011-10-24 14:11:54.576000+02:00,179450,10000
1830,2011-10-24 14:35:57.300000+02:00,179453,3500
1831,2011-10-24 14:40:08.608000+02:00,179456,9450
1832,2011-10-24 14:42:05.763000+02:00,179459,10000
1833,2011-10-24 14:53:44.894000+02:00,179462,19500
1834,2011-10-24 15:25:02.380000+02:00,179465,10000
1835,2011-10-24 15:50:51.178000+02:00,179468,2500
1836,2011-10-24 15:52:00.565000+02:00,179471,7000
1837,2011-10-24 15:54:20.193000+02:00,179474,35000
1838,2011-10-24 15:55:48.364000+02:00,179477,25000
1839,2011-10-24 16:05:23.812000+02:00,179480,10048
1840,2011-10-24 16:17:31.226000+02:00,179483,5000
1841,2011-10-24 16:19:04.255000+02:00,179486,7500
1842,2011-10-24 16:56:12.595000+02:00,179489,50000
1843,2011-10-24 17:05:30.723000+02:00,179492,15765
1844,2011-10-24 17:11:45.922000+02:00,179495,600
1845,2011-10-24 17:13:50.155000+02:00,179498,20000
1846,2011-10-24 17:14:00.740000+02:00,179501,23000
1847,2011-10-24 17:17:19.637000+02:00,179504,13000
1848,2011-10-24 17:32:31.056000+02:00,179507,20000
1849,2011-10-24 17:42:21.237000+02:00,179510,10000
1850,2011-10-24 18:55:56.495000+02:00,179513,7000
1851,2011-10-24 19:05:11.752000+02:00,179516,7500
1852,2011-10-24 19:14:57.214000+02:00,179519,20000
1853,2011-10-24 19:30:51.459000+02:00,179522,6500
1854,2011-10-24 19:33:03.714000+02:00,179525,10000
1855,2011-10-24 19:33:14.915000+02:00,179528,20000
1856,2011-10-24 19:48:10.694000+02:00,179531,6000
1857,2011-10-24 20:04:38.140000+02:00,179534,6000
1858,2011-10-24 20:06:27.227000+02:00,179537,28000
1859,2011-10-24 20:14:24.953000+02:00,179540,5000
1860,2011-10-24 20:14:59.295000+02:00,179543,30000
1861,2011-10-24 20:16:10.343000+02:00,179546,10000
1862,2011-10-24 20:19:02.597000+02:00,179549,6000
1863,2011-10-24 20:23:33.262000+02:00,179552,5000
1864,2011-10-24 20:30:57.135000+02:00,179555,15000
1865,2011-10-24 20:43:57.213000+02:00,179558,20000
1866,2011-10-24 21:05:18.048000+02:00,179561,50000
1867,2011-10-24 21:11:50.706000+02:00,179564,7000
1868,2011-10-24 21:26:08.954000+02:00,179567,10000
1869,2011-10-24 21:38:39.060000+02:00,179570,5000
1870,2011-10-24 21:45:59.172000+02:00,179573,15000
1871,2011-10-24 22:07:39.113000+02:00,179576,15000
1872,2011-10-24 22:13:27.973000+02:00,179579,15000
1873,2011-10-24 22:34:51.685000+02:00,179582,5000
1874,2011-10-24 22:37:02.515000+02:00,179585,18000
1875,2011-10-24 22:39:57.971000+02:00,179588,5000
1876,2011-10-24 23:19:38.689000+02:00,179591,20000
1877,2011-10-24 23:40:29.086000+02:00,179594,10000
1878,2011-10-24 23:58:13.033000+02:00,179597,27500
1879,2011-10-25 00:09:05.634000+02:00,179600,27500
1880,2011-10-25 00:38:15.362000+02:00,179603,5000
1881,2011-10-25 07:37:33.554000+02:00,179619,22500
1882,2011-10-25 08:12:25.911000+02:00,179622,8000
1883,2011-10-25 08:30:23.097000+02:00,179625,25000
1884,2011-10-25 09:06:28.816000+02:00,179628,30000
1885,2011-10-25 09:22:09.684000+02:00,179631,2000
1886,2011-10-25 09:28:32.077000+02:00,179634,6000
1887,2011-10-25 09:29:52.208000+02:00,179637,18000
1888,2011-10-25 09:54:36.066000+02:00,179640,23000
1889,2011-10-25 10:12:13.038000+02:00,179643,5500
1890,2011-10-25 10:15:15.181000+02:00,179646,10000
1891,2011-10-25 10:16:21.655000+02:00,179649,10000
1892,2011-10-25 10:41:43.455000+02:00,179652,6500
1893,2011-10-25 10:46:59.825000+02:00,179655,8000
1894,2011-10-25 10:51:47.435000+02:00,179658,5000
1895,2011-10-25 10:55:14.327000+02:00,179661,3000
1896,2011-10-25 11:28:04.279000+02:00,179664,10000
1897,2011-10-25 11:36:49.557000+02:00,179667,10000
1898,2011-10-25 11:48:52.963000+02:00,179670,20000
1899,2011-10-25 11:53:01.525000+02:00,179673,8000
1900,2011-10-25 12:06:36.193000+02:00,179676,21000
1901,2011-10-25 12:42:55.367000+02:00,179679,40000
1902,2011-10-25 13:23:23.315000+02:00,179682,7000
1903,2011-10-25 13:26:43.493000+02:00,179685,1500
1904,2011-10-25 13:41:35.509000+02:00,179688,10000
1905,2011-10-25 13:50:37.366000+02:00,179691,15000
1906,2011-10-25 14:18:59.833000+02:00,179694,14000
1907,2011-10-25 14:30:22.383000+02:00,179697,37500
1908,2011-10-25 14:32:05.708000+02:00,179700,8000
1909,2011-10-25 14:37:23.525000+02:00,179703,8000
1910,2011-10-25 15:01:17.179000+02:00,179706,6000
1911,2011-10-25 15:01:18.759000+02:00,179709,43000
1912,2011-10-25 15:16:48.111000+02:00,179712,25000
1913,2011-10-25 15:18:14.489000+02:00,179715,6000
1914,2011-10-25 15:20:38.228000+02:00,179718,13300
1915,2011-10-25 15:24:29.707000+02:00,179721,43950
1916,2011-10-25 15:44:02.598000+02:00,179724,25000
1917,2011-10-25 15:44:32.864000+02:00,179727,25000
1918,2011-10-25 15:54:39.681000+02:00,179730,15000
1919,2011-10-25 16:23:59.643000+02:00,179733,28000
1920,2011-10-25 16:25:26.979000+02:00,179736,7500
1921,2011-10-25 16:34:45.702000+02:00,179739,31500
1922,2011-10-25 16:38:12.418000+02:00,179742,36000
1923,2011-10-25 16:38:56.599000+02:00,179745,15000
1924,2011-10-25 16:54:22.224000+02:00,179748,4300
1925,2011-10-25 17:30:11.811000+02:00,179751,15000
1926,2011-10-25 17:31:27.863000+02:00,179754,7500
1927,2011-10-25 17:43:26.153000+02:00,179757,20000
1928,2011-10-25 18:01:11.756000+02:00,179760,20000
1929,2011-10-25 18:13:11.169000+02:00,179763,2500
1930,2011-10-25 18:14:18.714000+02:00,179766,1500
1931,2011-10-25 18:47:04.224000+02:00,179769,10000
1932,2011-10-25 18:54:49.695000+02:00,179772,5000
1933,2011-10-25 19:03:30.783000+02:00,179775,7500
1934,2011-10-25 19:05:18.133000+02:00,179778,14000
1935,2011-10-25 19:20:29.309000+02:00,179781,2000
1936,2011-10-25 19:23:41.740000+02:00,179784,3500
1937,2011-10-25 19:27:34.268000+02:00,179787,1500
1938,2011-10-25 19:34:31.233000+02:00,179790,6200
1939,2011-10-25 19:41:11.943000+02:00,179793,9000
1940,2011-10-25 19:43:58.313000+02:00,179796,37500
1941,2011-10-25 19:56:20.621000+02:00,179799,2500
1942,2011-10-25 20:04:19.989000+02:00,179802,5000
1943,2011-10-25 20:09:31.181000+02:00,179805,34350
1944,2011-10-25 20:14:31.924000+02:00,179808,7000
1945,2011-10-25 20:15:44.506000+02:00,179811,25000
1946,2011-10-25 20:17:14.620000+02:00,179814,2000
1947,2011-10-25 20:22:04.917000+02:00,179817,5000
1948,2011-10-25 20:23:20.732000+02:00,179820,10000
1949,2011-10-25 20:39:31.813000+02:00,179823,14000
1950,2011-10-25 20:51:48.449000+02:00,179826,50000
1951,2011-10-25 20:57:43.918000+02:00,179829,15000
1952,2011-10-25 21:15:19.118000+02:00,179832,15000
1953,2011-10-25 21:40:14.326000+02:00,179835,6000
1954,2011-10-25 21:51:16.588000+02:00,179838,10000
1955,2011-10-25 21:54:26.258000+02:00,179841,15000
1956,2011-10-25 22:00:08.283000+02:00,179844,8000
1957,2011-10-25 22:02:17.539000+02:00,179847,6000
1958,2011-10-25 22:02:23.367000+02:00,179850,7000
1959,2011-10-25 22:17:28.401000+02:00,179853,7500
1960,2011-10-25 22:35:00.426000+02:00,179856,15000
1961,2011-10-25 22:36:25.427000+02:00,179859,25000
1962,2011-10-25 22:39:34.474000+02:00,179862,7500
1963,2011-10-25 22:46:05.823000+02:00,179865,45000
1964,2011-10-25 22:46:42.322000+02:00,179868,12000
1965,2011-10-25 22:47:25.406000+02:00,179871,12000
1966,2011-10-25 23:03:07.603000+02:00,179879,8000
1967,2011-10-25 23:11:35.640000+02:00,179882,13000
1968,2011-10-25 23:48:17.806000+02:00,179885,35000
1969,2011-10-26 00:54:56.368000+02:00,179888,15000
1970,2011-10-26 07:42:37.713000+02:00,179899,3500
1971,2011-10-26 07:46:39.640000+02:00,179902,20000
1972,2011-10-26 08:01:56.458000+02:00,179905,8000
1973,2011-10-26 08:25:07.411000+02:00,179908,10000
1974,2011-10-26 08:40:53.976000+02:00,179911,20000
1975,2011-10-26 09:37:49.571000+02:00,179914,24000
1976,2011-10-26 10:09:13.535000+02:00,179917,15000
1977,2011-10-26 10:15:36.278000+02:00,179920,5000
1978,2011-10-26 10:26:21.220000+02:00,179923,25000
1979,2011-10-26 10:54:51.877000+02:00,179926,15000
1980,2011-10-26 10:57:43.510000+02:00,179929,40000
1981,2011-10-26 11:04:55.557000+02:00,179932,22000
1982,2011-10-26 11:05:25.232000+02:00,179935,9000
1983,2011-10-26 11:16:50.724000+02:00,179938,3000
1984,2011-10-26 11:18:04.100000+02:00,179941,2500
1985,2011-10-26 11:18:05.689000+02:00,179944,20000
1986,2011-10-26 11:48:49.147000+02:00,179947,5000
1987,2011-10-26 11:50:09.704000+02:00,179950,12500
1988,2011-10-26 12:35:40.846000+02:00,179953,5000
1989,2011-10-26 12:41:03.286000+02:00,179956,2000
1990,2011-10-26 12:46:48.870000+02:00,179959,8000
1991,2011-10-26 12:53:56.086000+02:00,179962,37500
1992,2011-10-26 12:55:47.297000+02:00,179965,20000
1993,2011-10-26 12:57:06.425000+02:00,179968,5000
1994,2011-10-26 13:17:35.644000+02:00,179971,5000
1995,2011-10-26 14:01:35.466000+02:00,179974,15000
1996,2011-10-26 14:08:48.641000+02:00,179977,10000
1997,2011-10-26 14:24:17.859000+02:00,179980,5000
1998,2011-10-26 14:32:51.531000+02:00,179983,5000
1999,2011-10-26 14:42:58.730000+02:00,179986,45000
2000,2011-10-26 14:42:59.117000+02:00,179989,30000
2001,2011-10-26 14:45:25.532000+02:00,179992,18000
2002,2011-10-26 14:52:10.135000+02:00,179995,3500
2003,2011-10-26 15:01:11.742000+02:00,179998,15000
2004,2011-10-26 15:10:56.115000+02:00,180001,5000
2005,2011-10-26 15:21:32.568000+02:00,180004,10000
2006,2011-10-26 16:13:40.735000+02:00,180007,8000
2007,2011-10-26 16:14:06.718000+02:00,180010,5000
2008,2011-10-26 16:23:30.823000+02:00,180013,35000
2009,2011-10-26 16:35:56.941000+02:00,180016,17500
2010,2011-10-26 16:47:15.917000+02:00,180019,15000
2011,2011-10-26 16:50:48.604000+02:00,180022,30000
2012,2011-10-26 17:40:52.012000+02:00,180025,5000
2013,2011-10-26 17:53:29.386000+02:00,180028,5000
2014,2011-10-26 18:21:42.340000+02:00,180031,5000
2015,2011-10-26 18:32:48.025000+02:00,180034,20000
2016,2011-10-26 18:40:30.138000+02:00,180037,7000
2017,2011-10-26 18:40:57.711000+02:00,180040,15000
2018,2011-10-26 18:45:50.895000+02:00,180043,50000
2019,2011-10-26 18:50:07.655000+02:00,180046,13000
2020,2011-10-26 18:53:23.395000+02:00,180049,10000
2021,2011-10-26 18:57:36.733000+02:00,180052,15000
2022,2011-10-26 19:13:57.982000+02:00,180055,40000
2023,2011-10-26 19:18:32.638000+02:00,180058,10000
2024,2011-10-26 19:22:13.681000+02:00,180061,5000
2025,2011-10-26 19:39:50.291000+02:00,180064,13500
2026,2011-10-26 19:53:22.470000+02:00,180067,10000
2027,2011-10-26 20:07:54.458000+02:00,180070,15000
2028,2011-10-26 20:10:48.220000+02:00,180073,19250
2029,2011-10-26 20:14:17.909000+02:00,180076,6000
2030,2011-10-26 20:43:25.292000+02:00,180079,7500
2031,2011-10-26 21:02:37.766000+02:00,180082,49000
2032,2011-10-26 21:32:13.259000+02:00,180085,1000
2033,2011-10-26 21:37:27.002000+02:00,180088,12500
2034,2011-10-26 21:57:31.382000+02:00,180091,48000
2035,2011-10-26 22:05:08.219000+02:00,180094,10000
2036,2011-10-26 22:34:21.989000+02:00,180097,6500
2037,2011-10-26 22:40:32.260000+02:00,180100,5000
2038,2011-10-26 22:46:18.006000+02:00,180103,10000
2039,2011-10-27 00:16:34.934000+02:00,180119,10000
2040,2011-10-27 01:03:45.039000+02:00,180122,27253
2041,2011-10-27 03:21:21.842000+02:00,180125,15000
2042,2011-10-27 08:41:22.287000+02:00,180139,10000
2043,2011-10-27 09:06:24.152000+02:00,180142,10000
2044,2011-10-27 09:16:19.330000+02:00,180145,15000
2045,2011-10-27 09:54:56.861000+02:00,180148,15000
2046,2011-10-27 10:13:13.798000+02:00,180151,23000
2047,2011-10-27 10:39:56.463000+02:00,180154,7000
2048,2011-10-27 10:47:30.376000+02:00,180157,5000
2049,2011-10-27 11:01:51.094000+02:00,180160,50000
2050,2011-10-27 11:06:25.811000+02:00,180163,10000
2051,2011-10-27 11:17:58.961000+02:00,180166,18000
2052,2011-10-27 11:17:59.682000+02:00,180169,10000
2053,2011-10-27 11:23:50.166000+02:00,180172,7000
2054,2011-10-27 11:29:24.010000+02:00,180175,20000
2055,2011-10-27 11:49:50.813000+02:00,180178,11000
2056,2011-10-27 11:55:54.182000+02:00,180181,15000
2057,2011-10-27 12:11:51.580000+02:00,180184,3000
2058,2011-10-27 12:17:59.938000+02:00,180187,12000
2059,2011-10-27 12:21:58.843000+02:00,180190,3000
2060,2011-10-27 12:22:55.509000+02:00,180193,10000
2061,2011-10-27 12:25:35.924000+02:00,180196,15000
2062,2011-10-27 12:36:38.103000+02:00,180199,10000
2063,2011-10-27 13:10:25.343000+02:00,180202,45000
2064,2011-10-27 13:19:07.256000+02:00,180205,15000
2065,2011-10-27 13:39:28.006000+02:00,180208,32000
2066,2011-10-27 13:45:03.429000+02:00,180211,25000
2067,2011-10-27 13:51:46.324000+02:00,180214,5000
2068,2011-10-27 13:51:50.582000+02:00,180217,19000
2069,2011-10-27 13:57:56.231000+02:00,180220,11000
2070,2011-10-27 14:01:24.963000+02:00,180223,10000
2071,2011-10-27 14:28:33.082000+02:00,180226,15000
2072,2011-10-27 14:31:51.431000+02:00,180229,12000
2073,2011-10-27 14:34:22.182000+02:00,180232,5000
2074,2011-10-27 14:36:49.683000+02:00,180235,3000
2075,2011-10-27 14:47:37.451000+02:00,180238,15000
2076,2011-10-27 14:53:33.846000+02:00,180241,15000
2077,2011-10-27 14:57:53.229000+02:00,180244,20000
2078,2011-10-27 14:58:12.363000+02:00,180247,15000
2079,2011-10-27 14:59:13.045000+02:00,180250,14612
2080,2011-10-27 15:03:33.180000+02:00,180253,15000
2081,2011-10-27 15:11:19.785000+02:00,180256,23000
2082,2011-10-27 15:12:26.472000+02:00,180259,5000
2083,2011-10-27 15:16:27.031000+02:00,180262,50000
2084,2011-10-27 15:17:40.454000+02:00,180265,20000
2085,2011-10-27 15:25:59.144000+02:00,180268,8000
2086,2011-10-27 15:34:31.316000+02:00,180271,4000
2087,2011-10-27 15:35:35.226000+02:00,180274,4000
2088,2011-10-27 15:40:48.929000+02:00,180277,5000
2089,2011-10-27 15:41:14.450000+02:00,180280,5000
2090,2011-10-27 15:52:02.030000+02:00,180283,25000
2091,2011-10-27 15:54:02.821000+02:00,180286,6500
2092,2011-10-27 16:05:42.473000+02:00,180289,7500
2093,2011-10-27 16:15:40.224000+02:00,180292,5000
2094,2011-10-27 16:26:09.159000+02:00,180295,50000
2095,2011-10-27 16:31:28.943000+02:00,180298,30000
2096,2011-10-27 16:38:19.686000+02:00,180301,30000
2097,2011-10-27 16:46:36.373000+02:00,180304,1000
2098,2011-10-27 16:53:54.673000+02:00,180307,2000
2099,2011-10-27 16:58:16.129000+02:00,180310,20000
2100,2011-10-27 17:12:34.901000+02:00,180313,5000
2101,2011-10-27 17:14:44.564000+02:00,180316,10000
2102,2011-10-27 17:46:14.477000+02:00,180319,5000
2103,2011-10-27 18:24:38.766000+02:00,180322,10000
2104,2011-10-27 18:26:10.620000+02:00,180325,5000
2105,2011-10-27 18:26:32.126000+02:00,180328,25000
2106,2011-10-27 18:34:52.180000+02:00,180331,5000
2107,2011-10-27 18:46:10.622000+02:00,180334,10000
2108,2011-10-27 18:55:08.336000+02:00,180337,3000
2109,2011-10-27 19:03:07.002000+02:00,180340,7000
2110,2011-10-27 19:13:52.047000+02:00,180343,15000
2111,2011-10-27 19:18:06.549000+02:00,180346,19400
2112,2011-10-27 19:21:45.370000+02:00,180349,5000
2113,2011-10-27 19:24:50.474000+02:00,180352,20000
2114,2011-10-27 19:25:31.246000+02:00,180355,6000
2115,2011-10-27 19:35:40.721000+02:00,180358,15000
2116,2011-10-27 19:40:06.493000+02:00,180361,12000
2117,2011-10-27 20:05:51.830000+02:00,180364,25000
2118,2011-10-27 20:15:40.154000+02:00,180367,8000
2119,2011-10-27 20:16:13.154000+02:00,180370,7000
2120,2011-10-27 20:16:13.985000+02:00,180373,31000
2121,2011-10-27 20:17:07.108000+02:00,180376,5000
2122,2011-10-27 20:22:49.731000+02:00,180379,50000
2123,2011-10-27 20:26:24.542000+02:00,180382,20000
2124,2011-10-27 20:29:30.912000+02:00,180385,13000
2125,2011-10-27 20:41:01.619000+02:00,180388,29500
2126,2011-10-27 20:45:31.952000+02:00,180391,25000
2127,2011-10-27 20:52:07.294000+02:00,180394,45000
2128,2011-10-27 21:11:57.975000+02:00,180397,6000
2129,2011-10-27 21:24:48.369000+02:00,180400,15000
2130,2011-10-27 21:28:15.890000+02:00,180403,7000
2131,2011-10-27 22:01:05.794000+02:00,180406,5000
2132,2011-10-27 22:25:52.330000+02:00,180409,9000
2133,2011-10-27 22:32:04.230000+02:00,180412,16000
2134,2011-10-27 22:55:28.598000+02:00,180415,1500
2135,2011-10-27 23:25:51.550000+02:00,180418,40000
2136,2011-10-28 00:07:04.960000+02:00,180421,16000
2137,2011-10-28 00:48:55.096000+02:00,180424,8000
2138,2011-10-28 01:01:52.735000+02:00,180427,20500
2139,2011-10-28 09:10:14.661000+02:00,180439,15000
2140,2011-10-28 09:12:03.519000+02:00,180442,5000
2141,2011-10-28 09:14:40.353000+02:00,180445,18000
2142,2011-10-28 09:40:17.335000+02:00,180448,9000
2143,2011-10-28 09:59:30.304000+02:00,180451,13237
2144,2011-10-28 10:11:51.854000+02:00,180454,5000
2145,2011-10-28 10:16:40.609000+02:00,180457,45000
2146,2011-10-28 10:32:03.168000+02:00,180460,10000
2147,2011-10-28 10:37:45.086000+02:00,180463,10000
2148,2011-10-28 10:40:47.352000+02:00,180466,27500
2149,2011-10-28 10:48:11.071000+02:00,180469,5000
2150,2011-10-28 10:52:27.910000+02:00,180472,1000
